OBJECTID,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC,VICTIM_COUNT,x,y
755,DP2025302908,DP2025302908230300,2303,0,theft-shoplift,larceny,"6/13/2025 2:13:00 AM",,"6/13/2025 3:18:00 AM","1311 W COLFAX AVE",0,0,-105.004135,39.740221,1,123,auraria,1,0,1,999999.999999,999999.999999
756,DP20256008432,DP20256008432230800,2308,0,theft-from-bldg,larceny,"6/11/2025 3:55:00 PM","6/11/2025 8:55:00 AM","6/11/2025 4:03:00 PM","1200 BLK N VINE ST",0,0,-104.962614,39.735334,6,622,cheesman-park,1,0,1,999999.999999,999999.999999
757,DP2025301981,DP2025301981299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"6/12/2025 6:08:00 PM",,"6/12/2025 6:08:00 PM","18025 E 61ST AVE",0,0,-104.775920,39.807865,5,522,dia,1,0,1,999999.999999,999999.999999
758,DP2025301806,DP2025301806299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"6/12/2025 4:02:00 PM","6/12/2025 9:04:00 AM","6/12/2025 6:14:00 PM","1490 S SHERIDAN BLVD",0,0,-105.052898,39.690022,4,421,mar-lee,1,0,1,999999.999999,999999.999999
759,DP20256008505,DP20256008505230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"6/12/2025 7:45:00 PM","6/12/2025 12:45:00 PM","6/12/2025 7:52:00 PM","2700 BLK WEWATTA WAY",0,0,-104.988799,39.763534,6,612,five-points,1,0,1,999999.999999,999999.999999
760,DP2025560408,DP2025560408239900,2399,0,theft-other,larceny,"10/15/2025 5:15:00 PM","10/15/2025 5:30:00 PM","10/16/2025 4:56:00 PM","8001 E 11TH AVE",0,0,-104.894382,39.733350,2,223,east-colfax,1,0,1,999999.999999,999999.999999
761,DP2025301384,DP2025301384355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"6/12/2025 11:37:00 AM",,"6/12/2025 1:13:00 PM","8332 E COLFAX AVE",0,0,-104.890695,39.739886,2,223,east-colfax,1,0,1,999999.999999,999999.999999
762,DP2025302908,DP2025302908570700,5707,0,criminal-trespassing,all-other-crimes,"6/13/2025 2:13:00 AM",,"6/13/2025 3:18:00 AM","1311 W COLFAX AVE",0,0,-105.004135,39.740221,1,123,auraria,1,0,1,999999.999999,999999.999999
763,DP2025301977,DP2025301977131300,1313,0,assault-simple,other-crimes-against-persons,"6/11/2025 1:10:00 AM","6/10/2025 6:20:00 PM","6/12/2025 6:06:00 PM","E 14TH AVE / N LINCOLN ST",0,0,-104.986123,39.738442,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
764,DP2025302550,DP2025302550570700,5707,0,criminal-trespassing,all-other-crimes,"6/12/2025 11:07:00 PM",,"6/13/2025 1:15:00 AM","2001 CURTIS ST",0,0,-104.989921,39.751081,6,611,five-points,1,0,1,999999.999999,999999.999999
765,DP20256008431,DP20256008431299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"6/11/2025 2:25:00 PM","6/11/2025 7:25:00 AM","6/11/2025 3:48:00 PM","300 BLK N MONROE ST",0,0,-104.944628,39.722408,3,311,cherry-creek,1,0,1,999999.999999,999999.999999
766,DP2025301979,DP2025301979230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"6/8/2025 7:00:00 AM","6/8/2025 7:30:00 AM","6/12/2025 6:07:00 PM","191 S PEARL ST",0,0,-104.980714,39.713077,3,311,speer,1,0,1,999999.999999,999999.999999
767,DP2025301018,DP2025301018131500,1315,0,aggravated-assault,aggravated-assault,"6/12/2025 5:01:00 AM",,"6/12/2025 6:12:00 AM","700 BLK N FOREST ST",0,0,-104.926921,39.728843,2,222,hale,1,0,3,999999.999999,999999.999999
768,DP2025301961,DP2025301961239900,2399,0,theft-other,larceny,"6/11/2025 5:30:00 AM",,"6/12/2025 5:58:00 PM","500 BLK E 19TH AVE",0,0,-104.980482,39.746302,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
769,DP2025302466,DP2025302466230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"1/25/2025 2:00:00 PM","1/27/2025 7:00:00 AM","6/12/2025 11:16:00 PM","5160 N YORK ST",0,0,-104.958160,39.789908,2,212,elyria-swansea,1,0,1,999999.999999,999999.999999
770,DP2025302500,DP2025302500570700,5707,0,criminal-trespassing,all-other-crimes,"6/12/2025 10:42:00 PM",,"6/13/2025 1:33:00 AM","E 61ST AVE / N RICHFIELD ST",0,0,-104.783275,39.807424,5,522,dia,1,0,1,999999.999999,999999.999999
771,DP2025302476,DP2025302476230300,2303,0,theft-shoplift,larceny,"6/12/2025 2:00:00 AM",,"6/12/2025 10:33:00 PM","6200 E COLFAX AVE",0,0,-104.915703,39.739610,2,222,montclair,1,0,1,999999.999999,999999.999999
772,DP20256008502,DP20256008502230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"7/16/2024 5:30:00 AM","6/12/2025 6:22:00 PM","6/13/2025 1:37:00 AM","3200 BLK W COLFAX AVE",0,0,-105.028360,39.740071,1,122,west-colfax,1,0,1,999999.999999,999999.999999
773,DP2025301312,DP2025301312521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"6/12/2025 9:21:00 AM",,"6/12/2025 10:52:00 AM","1331 19TH ST",0,0,-104.994402,39.752635,6,612,union-station,1,0,1,999999.999999,999999.999999
774,DP2025302687,DP2025302687239901,2399,1,theft-bicycle,larceny,"6/12/2025 6:00:00 PM","6/12/2025 5:00:00 PM","6/13/2025 12:15:00 AM","7800 E SMITH RD",0,0,-104.897950,39.769688,5,512,central-park,1,0,1,999999.999999,999999.999999
775,DP2025301519,DP2025301519131600,1316,0,threats-to-injure,public-disorder,"6/12/2025 2:50:00 AM",,"6/12/2025 2:22:00 PM","3000 BLK N JOSEPHINE ST",0,0,-104.958937,39.760280,2,213,skyland,1,0,1,999999.999999,999999.999999
776,DP2025301456,DP2025301456240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/12/2025 1:00:00 AM","6/12/2025 5:30:00 AM","6/12/2025 2:13:00 PM","1725 E 30TH AVE",0,0,-104.966394,39.759619,2,211,whittier,1,0,1,999999.999999,999999.999999
777,DP2025301978,DP2025301978521301,5213,1,weapon-flourishing,all-other-crimes,"6/12/2025 6:06:00 PM",,"6/12/2025 8:10:00 PM","2300 BLOCK CURTIS ST",0,0,-104.985691,39.754151,6,621,five-points,1,0,1,999999.999999,999999.999999
778,DP2025302763,DP2025302763529900,5299,0,weapon-other-viol,all-other-crimes,"6/13/2025 1:34:00 AM",,"6/13/2025 2:57:00 AM","12100 BLOCK E 44TH AVE",0,0,-104.845995,39.776595,5,521,montbello,1,0,1,999999.999999,999999.999999
779,DP2025301999,DP2025301999260700,2607,0,fraud-by-telephone,white-collar-crime,"6/5/2025 7:00:00 PM",,"6/12/2025 6:17:00 PM","1400 BLK S WASHINGTON ST",0,0,-104.978954,39.690593,3,313,platt-park,1,0,1,999999.999999,999999.999999
780,DP20256015756,DP20256015756239900,2399,0,theft-other,larceny,"10/7/2025 9:45:00 PM","10/7/2025 3:30:00 PM","10/16/2025 3:47:00 PM","1849 CURTIS ST",0,0,-104.991852,39.749684,6,611,cbd,1,0,1,999999.999999,999999.999999
781,DP2025300564,DP2025300564131300,1313,0,assault-simple,other-crimes-against-persons,"6/11/2025 11:00:00 PM",,"6/12/2025 6:38:00 AM","1700 BLK N HIGH ST",0,0,-104.964542,39.743573,6,622,city-park-west,1,0,2,999999.999999,999999.999999
782,DP2025302508,DP2025302508355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"6/12/2025 10:45:00 PM",,"6/13/2025 1:26:00 AM","2200 BLOCK STOUT ST",0,0,-104.985138,39.751590,6,621,five-points,1,0,1,999999.999999,999999.999999
783,DP2025302182,DP2025302182521201,5212,1,weapon-by-prev-offender-powpo,all-other-crimes,"6/12/2025 8:16:00 PM",,"6/12/2025 9:02:00 PM","1900 BLOCK S SANTA FE DR",0,0,-104.991895,39.683427,3,313,overland,1,0,1,999999.999999,999999.999999
784,DP2025302041,DP2025302041230800,2308,0,theft-from-bldg,larceny,"5/19/2025 8:00:00 AM","6/12/2025 3:42:00 AM","6/12/2025 10:51:00 PM","1000 BLK N COLORADO BLVD",0,0,-104.941065,39.732362,2,213,congress-park,1,0,1,999999.999999,999999.999999
785,DP2025460711,DP2025460711230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"8/27/2025 11:35:00 PM","8/27/2025 7:30:00 PM","8/28/2025 4:58:00 AM","8300 E NORTHFIELD BLVD",0,0,-104.891900,39.780520,5,511,central-park,1,0,1,999999.999999,999999.999999
786,DP2025302758,DP2025302758260700,2607,0,fraud-by-telephone,white-collar-crime,"6/6/2025 7:00:00 PM",,"6/13/2025 3:11:00 AM","300 BLK N DALLAS ST",0,0,-104.875711,39.721480,3,321,lowry-field,1,0,1,999999.999999,999999.999999
787,DP2025302440,DP2025302440299900,2999,0,criminal-mischief-other,public-disorder,"6/11/2025 7:00:00 PM","6/11/2025 11:00:00 PM","6/12/2025 10:47:00 PM","4710 N LIPAN ST",0,0,-105.000932,39.782567,1,112,sunnyside,1,0,1,999999.999999,999999.999999
788,DP2025301736,DP2025301736230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"6/12/2025 3:00:00 AM","6/12/2025 8:30:00 AM","6/12/2025 6:09:00 PM","2895 E 37TH AVE",0,0,-104.954005,39.768278,2,212,clayton,1,0,1,999999.999999,999999.999999
789,DP2025302604,DP2025302604260900,2609,0,fraud-by-use-of-computer,white-collar-crime,"6/12/2025 11:42:00 PM",,"6/13/2025 12:13:00 AM","4892 N XANTHIA ST",0,0,-104.886842,39.785224,5,511,central-park,1,0,1,999999.999999,999999.999999
790,DP20256008439,DP20256008439299900,2999,0,criminal-mischief-other,public-disorder,"6/11/2025 4:05:00 AM","6/10/2025 9:10:00 PM","6/11/2025 5:24:00 PM","1600 BLK BASSETT ST",0,0,-105.003794,39.756233,6,612,union-station,1,0,1,999999.999999,999999.999999
791,DP2025302600,DP2025302600739902,7399,2,public-order-crimes-other,all-other-crimes,"6/12/2025 11:30:00 PM",,"6/13/2025 2:07:00 AM","2091 LAWRENCE ST",0,0,-104.990990,39.753227,6,612,five-points,1,0,1,999999.999999,999999.999999
792,DP2025303398,DP2025303398240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/12/2025 9:00:00 AM","6/12/2025 11:00:00 AM","6/13/2025 7:28:00 AM","1045 N CLARKSON ST",0,0,-104.977769,39.732945,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
793,DP2025301428,DP2025301428230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"6/12/2025 12:00:00 PM",,"6/12/2025 12:57:00 PM","3223 N IVANHOE ST",0,0,-104.921357,39.762407,2,221,northeast-park-hill,1,0,1,999999.999999,999999.999999
794,DP20256008443,DP20256008443230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"6/1/2025 4:55:00 PM","6/1/2025 9:55:00 AM","6/11/2025 5:09:00 PM","1036 S QUITMAN ST",0,0,-105.041057,39.697874,4,412,westwood,1,0,1,999999.999999,999999.999999
795,DP2025301545,DP2025301545240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/12/2025 2:30:00 PM","6/12/2025 7:39:00 AM","6/12/2025 4:54:00 PM","1616 S BROADWAY ST",0,0,-104.987069,39.687397,3,313,platt-park,1,0,1,999999.999999,999999.999999
796,DP2025302420,DP2025302420480300,4803,0,police-false-information,all-other-crimes,"6/12/2025 11:44:00 PM",,"6/13/2025 12:27:00 AM","E 17TH AVE / N ESPLANADE PKWY",0,0,-104.956842,39.743796,2,213,city-park,1,0,1,999999.999999,999999.999999
797,DP2025302822,DP2025302822230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"6/12/2025 4:00:00 PM","6/12/2025 6:00:00 PM","6/13/2025 2:02:00 AM","1670 N BROADWAY ST",0,0,-104.986962,39.742833,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
798,DP2025312474,DP2025312474220400,2204,0,burglary-residence-no-force,burglary,"6/17/2025 3:00:00 AM",,"6/17/2025 10:56:00 PM","1200 BLK 24TH ST",0,0,-104.986885,39.756336,6,612,five-points,1,0,1,999999.999999,999999.999999
799,DP2025300475,DP2025300475230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"6/6/2025 12:00:00 AM","6/6/2025 12:00:00 PM","6/12/2025 12:31:00 AM","225 S HARRISON ST",0,0,-104.941502,39.712820,3,311,cherry-creek,1,0,1,999999.999999,999999.999999
800,DP20266000064,DP20266000064230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"8/1/2025 8:35:00 PM","8/1/2025 1:36:00 PM","1/3/2026 1:43:00 AM","3601 N QUEBEC ST",0,0,-104.903839,39.767752,2,221,northeast-park-hill,1,0,1,999999.999999,999999.999999
801,DP20266419,DP20266419240400,2404,0,theft-of-motor-vehicle,auto-theft,"1/4/2026 5:00:00 AM","1/4/2026 8:30:00 AM","1/4/2026 6:26:00 PM","5441 N XANADU ST",0,0,-104.830325,39.792819,5,521,montbello,1,0,1,999999.999999,999999.999999
802,DP20256008534,DP20256008534220300,2203,0,burglary-business-by-force,burglary,"6/12/2025 11:30:00 PM","6/12/2025 4:30:00 PM","6/12/2025 11:40:00 PM","400 BLK S MARION ST",0,0,-104.971954,39.708478,3,312,washington-park,1,0,1,999999.999999,999999.999999
803,DP2025314667,DP2025314667570700,5707,0,criminal-trespassing,all-other-crimes,"6/18/2025 9:30:00 PM",,"6/19/2025 1:48:00 AM","E 41ST AVE / E AIRLAWN RD",0,0,-104.902627,39.775153,5,512,central-park,1,0,1,999999.999999,999999.999999
805,DP202611227,DP202611227357100,3571,0,drug-methampetamine-sell,drug-alcohol,"1/7/2026 2:10:00 AM",,"1/7/2026 4:30:00 AM","1800 BLOCK N FEDERAL BLVD",0,0,-105.024948,39.745526,1,121,sun-valley,1,0,1,999999.999999,999999.999999
806,DP2025391204,DP2025391204120500,1205,0,robbery-street,robbery,"7/25/2025 4:10:00 AM",,"7/25/2025 5:03:00 AM","N JOLIET ST / E 37TH AVE",0,0,-104.861103,39.769027,5,512,central-park,1,0,1,999999.999999,999999.999999
808,DP2025308327,DP2025308327240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/13/2025 8:46:00 PM","6/15/2025 1:19:00 AM","6/15/2025 8:34:00 PM","3390 N FOREST ST",0,0,-104.926625,39.764645,2,221,northeast-park-hill,1,0,1,999999.999999,999999.999999
809,DP2025307512,DP2025307512220300,2203,0,burglary-business-by-force,burglary,"6/15/2025 7:53:00 AM",,"6/15/2025 8:16:00 AM","2532 N SHERIDAN BLVD",0,0,-105.052933,39.753701,1,121,sloan-lake,1,0,1,999999.999999,999999.999999
810,DP2025306761,DP2025306761131300,1313,0,assault-simple,other-crimes-against-persons,"6/15/2025 12:45:00 AM",,"6/15/2025 2:40:00 AM","1900 BLOCK S NAVAJO ST",0,0,-105.003786,39.681987,4,422,college-view-south-platte,1,0,1,999999.999999,999999.999999
811,DP2025303403,DP2025303403220200,2202,0,burglary-residence-by-force,burglary,"6/13/2025 7:24:00 AM",,"6/13/2025 9:47:00 AM","2300 BLK CLEVELAND PL",0,0,-104.978719,39.749487,6,621,five-points,1,0,1,999999.999999,999999.999999
812,DP2025305082,DP2025305082230300,2303,0,theft-shoplift,larceny,"6/14/2025 3:57:00 AM",,"6/14/2025 4:58:00 AM","7970 E NORTHFIELD BLVD",0,0,-104.894921,39.781002,5,511,central-park,1,0,1,999999.999999,999999.999999
813,DP2025304382,DP2025304382299900,2999,0,criminal-mischief-other,public-disorder,"6/13/2025 9:02:00 PM",,"6/14/2025 1:15:00 PM","1600 BLK N VALENTIA ST",0,0,-104.891325,39.742662,2,223,east-colfax,1,0,1,999999.999999,999999.999999
814,DP2025304173,DP2025304173260500,2605,0,theft-unauth-use-of-ftd,white-collar-crime,"6/7/2025 9:00:00 PM","6/8/2025 2:00:00 PM","6/13/2025 9:04:00 PM","1126 N XANTHIA ST",0,0,-104.886622,39.733603,2,223,east-colfax,1,0,1,999999.999999,999999.999999
815,DP2025309688,DP2025309688240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/14/2025 6:00:00 PM","6/16/2025 6:30:00 AM","6/16/2025 10:24:00 PM","20894 E 47TH AVE",0,0,-104.743626,39.780103,5,523,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
816,DP2025309922,DP2025309922220300,2203,0,burglary-business-by-force,burglary,"6/16/2025 7:30:00 AM",,"6/16/2025 9:26:00 PM","5155 W ALAMEDA AVE",0,0,-105.052785,39.711726,4,411,barnum-west,1,0,1,999999.999999,999999.999999
817,DP2025309005,DP2025309005299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"6/16/2025 4:14:00 AM","6/15/2025 10:08:00 PM","6/16/2025 9:15:00 AM","N TEJON ST / ERIE ST",0,0,-105.011157,39.760802,1,113,highland,1,0,1,999999.999999,999999.999999
818,DP20256008724,DP20256008724239900,2399,0,theft-other,larceny,"6/2/2025 10:12:00 PM","6/2/2025 3:12:00 PM","6/16/2025 7:11:00 PM","700 BLK N FOX ST",0,0,-104.995029,39.728309,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
819,DP2025307348,DP2025307348299900,2999,0,criminal-mischief-other,public-disorder,"6/15/2025 6:40:00 AM",,"6/15/2025 6:48:00 AM","1037 N BROADWAY ST",0,0,-104.987651,39.732807,6,611,civic-center,1,0,1,999999.999999,999999.999999
820,DP2025310250,DP2025310250239900,2399,0,theft-other,larceny,"6/16/2025 3:20:00 AM",,"6/16/2025 11:42:00 PM","4340 N GLENCOE ST",0,0,-104.925226,39.776923,2,221,northeast-park-hill,1,0,1,999999.999999,999999.999999
821,DP2025309763,DP2025309763240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/16/2025 1:50:00 AM","6/16/2025 7:30:00 AM","6/16/2025 3:45:00 PM","645 N DELAWARE ST",0,0,-104.993161,39.726528,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
822,DP2025306602,DP2025306602260700,2607,0,fraud-by-telephone,white-collar-crime,"6/11/2025 7:00:00 AM","6/12/2025 11:59:00 PM","6/14/2025 11:12:00 PM","4500 BLK S VERBENA ST",0,0,-104.891425,39.634115,3,324,hampden-south,1,0,1,999999.999999,999999.999999
823,DP2025310430,DP2025310430220200,2202,0,burglary-residence-by-force,burglary,"6/15/2025 7:00:00 PM",,"6/17/2025 5:23:00 AM","1500 BLK N LAFAYETTE ST",0,0,-104.971268,39.741056,6,622,city-park-west,1,0,1,999999.999999,999999.999999
824,DP2025309400,DP2025309400570700,5707,0,criminal-trespassing,all-other-crimes,"6/16/2025 9:03:00 AM",,"6/16/2025 9:28:00 AM","1405 CURTIS ST",0,0,-104.997070,39.745682,6,611,cbd,1,0,1,999999.999999,999999.999999
825,DP2025309985,DP2025309985220400,2204,0,burglary-residence-no-force,burglary,"6/16/2025 1:00:00 AM","6/16/2025 9:30:00 AM","6/16/2025 6:37:00 PM","3900 BLK N SHOSHONE ST",0,0,-105.009448,39.771188,1,111,sunnyside,1,0,1,999999.999999,999999.999999
826,DP20256008708,DP20256008708299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"6/15/2025 12:00:00 AM","6/16/2025 2:20:00 PM","6/16/2025 9:29:00 PM","4699 N KITTREDGE ST",0,0,-104.804663,39.777014,5,522,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
827,DP2025310604,DP2025310604131300,1313,0,assault-simple,other-crimes-against-persons,"6/16/2025 10:09:00 PM",,"6/17/2025 1:18:00 AM","6200 BLK E SMITH RD",0,0,-104.915347,39.772982,2,221,northeast-park-hill,1,0,1,999999.999999,999999.999999
828,DP2025309278,DP2025309278229900,2299,0,burglary-other,burglary,"6/16/2025 6:27:00 AM",,"6/16/2025 12:05:00 PM","7809 E 28TH PL",0,0,-104.896931,39.757458,5,512,central-park,1,0,1,999999.999999,999999.999999
829,DP2025309820,DP2025309820531200,5312,0,disturbing-the-peace,public-disorder,"6/16/2025 2:00:00 PM",,"6/16/2025 4:30:00 PM","5000 BLK N TITAN WAY",0,0,-104.839366,39.788755,5,521,montbello,1,0,1,999999.999999,999999.999999
830,DP20256008695,DP20256008695239900,2399,0,theft-other,larceny,"6/13/2025 8:00:00 AM","6/13/2025 1:45:00 AM","6/16/2025 6:56:00 PM","1512 LARIMER ST",0,0,-104.997615,39.748490,6,612,union-station,1,0,1,999999.999999,999999.999999
831,DP2025345300,DP2025345300131300,1313,0,assault-simple,other-crimes-against-persons,"7/3/2025 5:25:00 AM",,"7/3/2025 4:11:00 PM","490 W COLFAX AVE",0,0,-104.993574,39.739773,6,611,civic-center,1,0,1,999999.999999,999999.999999
832,DP20256008685,DP20256008685230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"6/16/2025 3:00:00 AM","6/15/2025 8:00:00 PM","6/16/2025 4:09:00 PM","8200 BLK E 28TH AVE",0,0,-104.892046,39.755967,5,512,central-park,1,0,1,999999.999999,999999.999999
833,DP2025310285,DP2025310285240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/16/2025 7:15:00 PM","6/16/2025 12:20:00 PM","6/16/2025 8:18:00 PM","4498 N SHERIDAN BLVD",0,0,-105.052832,39.777991,1,111,berkeley,1,0,1,999999.999999,999999.999999
834,DP2025310653,DP2025310653230300,2303,0,theft-shoplift,larceny,"6/16/2025 10:12:00 PM","6/16/2025 3:32:00 PM","6/16/2025 10:35:00 PM","8370 E NORTHFIELD BLVD",0,0,-104.891289,39.783720,5,511,central-park,1,0,1,999999.999999,999999.999999
835,DP20256008742,DP20256008742239901,2399,1,theft-bicycle,larceny,"6/14/2025 11:48:00 PM","6/15/2025 11:30:00 AM","6/17/2025 7:16:00 AM","2797 WEWATTA WAY",0,0,-104.988799,39.763534,6,612,five-points,1,0,1,999999.999999,999999.999999
836,DP2025309321,DP2025309321131500,1315,0,aggravated-assault,aggravated-assault,"6/16/2025 6:50:00 AM",,"6/16/2025 6:52:00 AM","3600 BLK S VERBENA ST",0,0,-104.892878,39.650845,3,324,hampden-south,1,0,1,999999.999999,999999.999999
837,DP2025310682,DP2025310682131300,1313,0,assault-simple,other-crimes-against-persons,"6/16/2025 9:50:00 PM",,"6/16/2025 11:17:00 PM","E 45TH AVE / N PEORIA ST",0,0,-104.847032,39.778031,5,521,montbello,1,0,1,999999.999999,999999.999999
838,DP2025303840,DP2025303840230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"6/10/2025 7:00:00 AM","6/10/2025 7:00:00 AM","6/16/2025 2:28:00 PM","3700 BLOCK N LIMA ST",0,0,-104.855101,39.769099,5,512,central-park,1,0,1,999999.999999,999999.999999
839,DP2025307245,DP2025307245521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"6/15/2025 5:49:00 AM",,"6/15/2025 8:27:00 AM","5035 N BLACKHAWK WAY",0,0,-104.830331,39.787680,5,521,montbello,1,0,1,999999.999999,999999.999999
840,DP2025309098,DP2025309098570700,5707,0,criminal-trespassing,all-other-crimes,"6/16/2025 4:52:00 AM",,"6/16/2025 5:47:00 AM","357 S BANNOCK ST",0,0,-104.990154,39.710260,3,312,baker,1,0,1,999999.999999,999999.999999
841,DP2025309820,DP2025309820299900,2999,0,criminal-mischief-other,public-disorder,"6/16/2025 2:00:00 PM",,"6/16/2025 4:30:00 PM","5000 BLK N TITAN WAY",0,0,-104.839366,39.788755,5,521,montbello,1,0,1,999999.999999,999999.999999
842,DP20256008085,DP20256008085239900,2399,0,theft-other,larceny,"6/3/2025 7:35:00 AM","6/4/2025 4:35:00 AM","6/4/2025 7:39:00 PM","4100 BLK N IRVING ST",0,0,-105.029758,39.773895,1,111,berkeley,1,0,1,999999.999999,999999.999999
843,DP2025310362,DP2025310362239900,2399,0,theft-other,larceny,"6/16/2025 8:05:00 PM",,"6/17/2025 3:24:00 AM","303 N BROADWAY ST",0,0,-104.987987,39.721292,3,311,baker,1,0,1,999999.999999,999999.999999
844,DP20256008674,DP20256008674299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"6/15/2025 6:22:00 PM","6/15/2025 11:23:00 AM","6/16/2025 5:03:00 PM","1365 N OSAGE ST",0,0,-105.005654,39.738106,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
845,DP2025307036,DP2025307036131500,1315,0,aggravated-assault,aggravated-assault,"6/13/2025 4:00:00 AM",,"6/15/2025 5:35:00 AM","20TH ST / LITTLE RAVEN ST",0,0,-105.001778,39.759670,6,612,union-station,1,0,1,999999.999999,999999.999999
846,DP2025308796,DP2025308796501601,5016,1,violation-of-court-order,all-other-crimes,"6/15/2025 8:52:00 AM",,"6/16/2025 6:37:00 AM","2100 BLK CALIFORNIA ST",0,0,-104.985528,39.750700,6,621,five-points,1,0,1,999999.999999,999999.999999
847,DP20256008678,DP20256008678239900,2399,0,theft-other,larceny,"6/14/2025 11:30:00 AM","6/14/2025 4:50:00 AM","6/16/2025 4:36:00 PM","2351 N EUDORA ST",0,0,-104.930587,39.752061,2,222,north-park-hill,1,0,1,999999.999999,999999.999999
848,DP20258024470,DP20258024470570700,5707,0,criminal-trespassing,all-other-crimes,"6/16/2025 4:00:00 AM",,"6/16/2025 6:58:00 PM","8400 PENA BLVD",0,0,-104.673824,39.848938,7,759,dia,1,0,1,999999.999999,999999.999999
849,DP2025309660,DP2025309660240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/16/2025 7:30:00 AM","6/16/2025 6:30:00 AM","6/16/2025 2:52:00 PM","21ST ST / CALIFORNIA ST",0,0,-104.986143,39.749846,6,621,five-points,1,0,1,999999.999999,999999.999999
850,DP2025308521,DP2025308521480100,4801,0,police-resisting-arrest,all-other-crimes,"6/6/2025 3:36:00 AM",,"6/6/2025 3:36:00 AM","1701 N BRYANT ST",0,0,-105.020108,39.743922,1,121,sun-valley,1,0,1,999999.999999,999999.999999
851,DP2025309490,DP2025309490131402,1314,2,weapon-fire-into-occ-bldg,aggravated-assault,"6/16/2025 9:41:00 AM",,"6/16/2025 9:41:00 AM","6100 BLK N CEYLON ST",0,0,-104.765505,39.807894,5,522,dia,1,0,2,999999.999999,999999.999999
852,DP2025310651,DP2025310651240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/14/2025 11:00:00 AM","6/16/2025 4:00:00 PM","6/17/2025 4:06:00 AM","6155 N PANASONIC WAY",0,0,-104.781540,39.808649,5,522,dia,1,0,1,999999.999999,999999.999999
853,DP2025309659,DP2025309659352200,3522,0,drug-opium-or-deriv-possess,drug-alcohol,"6/16/2025 2:00:00 PM",,"6/16/2025 2:44:00 PM","N FEDERAL BLVD / W 26TH AVE",0,0,-105.025223,39.754836,1,121,sloan-lake,1,0,1,999999.999999,999999.999999
854,DP2025310347,DP2025310347355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"6/16/2025 8:00:00 PM",,"6/16/2025 11:28:00 PM","1500 BLOCK N PEARL ST",0,0,-104.979815,39.740844,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
855,DP2025301577,DP2025301577220400,2204,0,burglary-residence-no-force,burglary,"6/12/2025 2:46:00 PM",,"6/16/2025 8:27:00 PM","1600 BLK N WASHINGTON ST",0,0,-104.978950,39.742905,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
